"SECTOR_OID","SECTOR","BUSINSS_ACT_ID","ACTIVITY_TITLE"
"1000359","Event organisation and management","1155","Offer conference facilities"
"1000360","Scientific research and development","1135","Use plants for technological progress"
"1000360","Scientific research and development","1115","Export radioactive sources"
"1000360","Scientific research and development","386","Carry out scientific procedures on animals"
"1000360","Scientific research and development","361","Practise as a clinical scientist "
"1000360","Scientific research and development","123","Store and supply agrochemicals and other chemical products"
"1000360","Scientific research and development","35","Process, store or dispose of dangerous or harmful substances"
"1000360","Scientific research and development","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000360","Scientific research and development","1052","Carry out diving activities"
"1000362","Waste collection","1001","Process personal information about any individuals including customers, employees etc"
"1000363","Waste treatment and disposal","263","Carry out any work involving asbestos"
"1000363","Waste treatment and disposal","1061","Process, store or dispose of dangerous or harmful substances"
"1000364","Non-metal waste and scrap recycling","268","Use a waste oil burner"
"1000364","Non-metal waste and scrap recycling","257","Transport, store, process, recycle, export or dispose of waste material"
"1000364","Non-metal waste and scrap recycling","70","Operate a goods vehicle"
"1000365","Metal waste and scrap recycling","268","Use a waste oil burner"
"1000365","Metal waste and scrap recycling","70","Operate a goods vehicle"
"1000366","Environmental consultancy","1061","Process, store or dispose of dangerous or harmful substances"
"1000366","Environmental consultancy","1057","Construct, maintain or use cooling towers or evaporative condensers"
"1000370","Computer installation, maintenance and support services","1003","Offer credit to your customers"
"1000370","Computer installation, maintenance and support services","1002","Use CCTV systems"
"1000372","IT consultancy","241","Put an advertising board on the pavement or verge"
"1000372","IT consultancy","99","Use music for broadcast or download, including TV or Radio programs, online, in toys, ringtones, computer games, etc. "
"1000372","IT consultancy","31","Exhibit films, videos or DVDs"
"1000376","Web design and development","1001","Process personal information about any individuals including customers, employees etc"
"1000377","Internet publishing and broadcasting","1072","Use the Olympic Brand"
"1000381","Broadband telecommunications service provision","81","Lease or hire out goods"
"1000382","Mobile telecommunications service provision","81","Lease or hire out goods"
"1000393","Film production","1171","Use copyright music online or on mobile technology"
"1000394","Film distribution","1002","Use CCTV systems"
"1000395","Film projection","401","Holding indoor or outdoor events where an entrance fee is payable"
"1000397","Music recording studio services","1170","Broadcast copyright music on the radio"
"1000398","Music production","307","Employ child actors, performers or models"
"1000401","Television broadcasting","1169","Use copyright music in television programmes"
"1000402","Radio broadcasting","242","Use a premises for a theatrical performance"
"1000402","Radio broadcasting","99","Use music for broadcast or download, including TV or Radio programs, online, in toys, ringtones, computer games, etc. "
"1000410","Hotels","382","Offer adventure activities to young people under the age of 18"
"1000410","Hotels","1001","Process personal information about any individuals including customers, employees etc"
"1000410","Hotels","1000","Play background music in your premises"
"1000411","Hostels","382","Offer adventure activities to young people under the age of 18"
"1000411","Hostels","1002","Use CCTV systems"
"1000412","Camping sites","1072","Use the Olympic Brand"
"1000412","Camping sites","209","Use a venue for public entertainment - including dancing, live music, karaoke etc"
"1000412","Camping sites","200","Offer alcohol and entertainment in club premises"
"1000412","Camping sites","27","Operate a caravan or camping site"
"1000412","Camping sites","1002","Use CCTV systems"
"1000413","Self-catering accommodation","1072","Use the Olympic Brand"
"1000413","Self-catering accommodation","1002","Use CCTV systems"
"1000416","Public houses","253","Use or provide for use a television or other device to receive or record broadcast programmes"
"1000416","Public houses","1000","Play background music in your premises"
"1000418","Licensed restaurants","8","Supply or operate gaming machines"
"1000419","Unlicensed restaurants","1150","Operate as a fish seller or buyer"
"1000419","Unlicensed restaurants","209","Use a venue for public entertainment - including dancing, live music, karaoke etc"
"1000419","Unlicensed restaurants","1058","Hold an ad hoc event"
"1000420","Take-away food shops","1150","Operate as a fish seller or buyer"
"1000420","Take-away food shops","226","Sell alcoholic drinks"
"1000420","Take-away food shops","97","Provide public refreshment or entertainment between 10pm and 5am "
"1000420","Take-away food shops","63","Prepare, store or sell foodstuffs"
"1000420","Take-away food shops","8","Supply or operate gaming machines"
"1000420","Take-away food shops","1000","Play background music in your premises"
"1000422","Canteens","280","Handle more than 50 tonnes of packaging in a year"
"1000422","Canteens","226","Sell alcoholic drinks"
"1000003","Arable farming","1164","Release GMOs into the environment for research/trial purposes"
"1000003","Arable farming","1156","Grow potatoes"
"1000003","Arable farming","398","Kill or take wild birds or animals - e.g. for scientific or conservation reasons, etc."
"1000003","Arable farming","340","Carry out landspreading of animal by-products for agricultural benefit"
"1000003","Arable farming","70","Operate a goods vehicle"
"1000003","Arable farming","1002","Use CCTV systems"
"1000004","Arable farming support services","1151","Trade in plants, plant material, soil or other growing medium"
"1000004","Arable farming support services","1132","Market, package, clean treat or process seed"
"1000004","Arable farming support services","40","Discharge trade effluent"
"1000005","Cattle farming","197","Possess a shotgun or other firearm"
"1000005","Cattle farming","126","Impound water (by using a dam or a weir etc)"
"1000005","Cattle farming","70","Operate a goods vehicle"
"1000005","Cattle farming","5","Remove water from a watercourse or an underground water reserve"
"1000006","Sheep and goat farming","60","Keep sheep"
"1000006","Sheep and goat farming","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000006","Sheep and goat farming","40","Discharge trade effluent"
"1000007","Pig farming","340","Carry out landspreading of animal by-products for agricultural benefit"
"1000007","Pig farming","337","Employ young people aged 13 - 16"
